loan_id,application_date,age,annual_income,employment_years,loan_amount,tenure_months,interest_rate_pct,credit_score,dti_pct,prior_delinquencies,collateral_value,ltv_pct,dependents,purpose,employment_type,region,existing_loans,monthly_obligations,days_past_due,default_flag,npa_flag,risk_score,risk_band,pd_estimate
LN101935,2023-04-05,24,81900,5.9,727000,48,12.08,503,41.4,1,622000,116.9,3,Personal,Government,West,4,19173.27,0,0,0,47.01,Moderate,0.5411
LN104291,2023-04-05,34,76400,4.6,183000,84,13.46,800,18.5,0,168000,108.9,3,Personal,Salaried,South,0,3375.06,10,0,0,17.24,Low,0.0095
LN100580,2023-04-05,41,161800,7.1,354000,48,8.3,658,12.3,0,393000,90.1,2,Personal,Contract,South,0,8692.11,0,0,0,21.63,Low,0.0301
LN104266,2023-04-05,41,57700,14.3,403000,48,9.24,646,34.1,1,485000,83.1,3,Personal,Contract,Central,2,10074.66,0,0,0,31.26,Moderate,0.094
LN101353,2023-04-05,45,92500,22.0,117000,48,7.64,812,17.7,0,168000,69.6,0,Education,Government,East,0,2836.58,20,0,0,12.51,Low,0.0028
LN103557,2023-04-06,39,182300,14.6,899000,36,8.75,766,42.1,1,944000,95.2,2,Business,Salaried,West,0,28483.47,0,0,0,24.39,Low,0.0241
LN104544,2023-04-07,41,127800,12.9,281000,36,15.87,699,60.1,0,276000,101.8,2,Auto,Government,Central,1,9861.1,0,0,0,31.86,Moderate,0.0849
LN101084,2023-04-08,41,62100,4.6,334000,72,10.93,766,33.2,1,589000,56.7,1,Business,Salaried,Central,0,6345.41,0,0,0,18.76,Low,0.0104
LN103072,2023-04-08,40,48300,2.7,255000,48,7.99,760,31.3,0,333000,76.6,1,Home,Salaried,East,0,6224.1,0,0,0,18.68,Low,0.0112
LN100411,2023-04-08,28,50600,8.7,154000,36,14.32,742,45.5,1,187000,82.4,2,Education,Self-employed,South,1,5287.32,0,0,0,26.72,Moderate,0.0397
LN102401,2023-04-08,40,85600,5.4,387000,36,8.71,716,40.9,0,637000,60.8,1,Education,Salaried,East,1,12254.33,0,0,0,23.02,Low,0.0209
LN104834,2023-04-08,21,183800,12.6,416000,72,12.07,699,40.1,0,343000,121.3,0,Business,Self-employed,South,1,8148.03,0,0,0,29.81,Moderate,0.083
LN100875,2023-04-08,54,40600,11.0,528000,60,9.47,724,9.9,0,743000,71.1,1,Business,Government,East,5,11081.24,0,0,0,24.09,Low,0.0165
LN100367,2023-04-08,38,56200,9.3,135000,72,7.01,730,28.6,1,173000,78.0,4,Personal,Self-employed,Central,0,2302.26,0,0,0,21.87,Low,0.0218
LN104956,2023-04-09,36,78500,4.9,186000,60,9.92,702,26.7,0,181000,102.8,0,Home,Salaried,North,1,3944.63,30,0,0,25.12,Moderate,0.0311
LN100836,2023-04-09,52,26100,14.4,1020000,36,11.15,850,37.3,2,1315000,77.6,1,Business,Self-employed,North,4,33465.99,15,0,0,25.89,Moderate,0.0202
LN104363,2023-04-09,49,69500,5.1,198000,84,12.25,720,40.7,0,328000,60.4,2,Auto,Salaried,South,1,3521.77,0,0,0,22.73,Low,0.0199
LN100474,2023-04-09,53,59900,5.7,151000,72,13.33,739,18.6,1,164000,92.1,4,Home,Salaried,East,3,3057.55,0,0,0,25.81,Moderate,0.0233
LN100922,2023-04-09,39,88500,7.5,195000,36,13.12,833,16.0,1,151000,129.1,1,Education,Salaried,East,1,6581.6,0,0,0,20.68,Low,0.0111
LN103118,2023-04-10,47,58100,18.1,1159000,72,15.75,656,38.4,0,1668000,69.5,2,Personal,Salaried,Central,1,24981.58,0,0,0,26.57,Moderate,0.0375
LN103293,2023-04-10,41,186000,12.5,1042000,60,9.12,687,48.2,1,1327000,78.5,0,Education,Contract,South,1,21690.94,0,0,0,29.79,Moderate,0.0733
LN104179,2023-04-10,35,52200,13.2,3047000,36,9.04,681,18.1,0,4892000,62.3,0,Personal,Salaried,West,2,96950.52,0,0,0,22.13,Low,0.0166
LN101129,2023-04-10,41,32300,5.0,224000,72,8.84,649,36.0,2,218000,102.8,2,Home,Government,South,1,4019.96,0,0,0,33.79,Moderate,0.1011
LN101239,2023-04-10,53,77300,11.6,251000,72,12.08,816,14.9,0,429000,58.5,2,Home,Salaried,East,1,4917.55,10,0,0,12.3,Low,0.0028
LN104943,2023-04-11,31,156500,8.4,285000,12,12.92,787,5.2,1,208000,137.0,1,Auto,Salaried,North,0,25444.73,75,1,0,20.08,Low,0.0115
LN102387,2023-04-11,30,75600,10.7,250000,60,11.91,645,20.5,2,168000,148.8,3,Auto,Government,Central,2,5549.75,0,0,0,37.17,Moderate,0.1462
LN103650,2023-04-12,42,38500,7.3,233000,60,11.37,687,37.7,1,363000,64.2,2,Education,Salaried,East,3,5109.08,0,0,0,29.59,Moderate,0.0442
LN100143,2023-04-12,40,53500,7.3,496000,72,11.02,648,31.8,2,441000,112.5,1,Home,Salaried,North,1,9445.98,0,0,0,33.97,Moderate,0.1014
LN100086,2023-04-12,46,64500,10.7,349000,36,10.95,651,54.3,0,472000,73.9,0,Auto,Government,North,0,11417.55,0,0,0,28.79,Moderate,0.0601
LN101324,2023-04-12,39,51300,20.3,548000,84,10.23,646,29.2,1,983000,55.7,1,Education,Salaried,East,0,9162.71,0,0,0,24.21,Low,0.0208
LN101628,2023-04-12,39,48900,11.7,362000,24,9.99,709,39.6,0,402000,90.0,0,Business,Government,East,0,16702.79,0,0,0,24.38,Low,0.0302
LN102986,2023-04-12,37,72300,10.2,330000,48,9.43,702,38.3,2,266000,124.1,3,Home,Salaried,Central,3,8279.61,0,0,0,36.91,Moderate,0.1225
LN103334,2023-04-12,51,106600,3.1,234000,24,13.85,682,17.3,3,270000,86.7,2,Personal,Contract,East,1,11218.44,120,1,1,28.69,Moderate,0.0595
LN104598,2023-04-12,42,85400,7.4,532000,24,13.64,650,61.9,0,354000,150.3,1,Personal,Salaried,West,2,25452.47,15,0,0,41.3,Moderate,0.3614
LN102303,2023-04-13,40,76500,7.2,368000,72,12.51,697,39.9,0,302000,121.9,1,Home,Salaried,Central,1,7292.44,0,0,0,29.94,Moderate,0.068
LN103258,2023-04-13,49,55700,5.5,278000,72,10.09,720,52.1,0,297000,93.6,1,Home,Contract,East,2,5162.81,0,0,0,30.0,Moderate,0.0852
LN100654,2023-04-13,61,42700,12.8,285000,60,9.33,674,32.7,0,395000,72.2,0,Home,Salaried,Central,0,5961.88,15,0,0,23.08,Low,0.0219
LN100390,2023-04-13,30,46500,8.2,586000,72,9.06,779,40.4,0,715000,82.0,2,Business,Salaried,Central,2,10580.42,0,0,0,23.37,Low,0.0204
LN102395,2023-04-13,25,26900,8.2,931000,60,10.73,786,40.0,1,1398000,66.6,2,Business,Self-employed,Central,0,20117.06,30,0,0,20.05,Low,0.0152
LN100233,2023-04-13,32,57500,7.8,396000,48,9.73,687,56.7,0,669000,59.2,1,Personal,Salaried,East,1,9992.31,0,0,0,27.56,Moderate,0.0499
LN103968,2023-04-13,56,84000,4.5,567000,60,6.5,736,52.5,0,640000,88.6,4,Auto,Salaried,Central,3,11094.01,0,0,0,30.4,Moderate,0.0592
LN101852,2023-04-14,27,66000,3.3,420000,84,9.44,644,28.9,1,543000,77.3,1,Auto,Government,West,0,6851.57,0,0,0,26.42,Moderate,0.0393
LN101798,2023-04-14,48,56800,14.9,1077000,36,13.47,705,18.3,2,1771000,60.8,5,Business,Salaried,North,0,36532.68,120,1,1,21.42,Low,0.0128
LN102326,2023-04-15,28,114400,11.0,628000,84,10.5,797,28.5,0,531000,118.3,1,Personal,Self-employed,North,1,10588.5,0,0,0,22.0,Low,0.0219
LN103449,2023-04-16,34,76200,12.3,158000,24,9.68,775,51.4,1,230000,68.7,1,Auto,Self-employed,North,1,7267.58,0,0,0,24.79,Low,0.0264
LN103915,2023-04-16,37,80000,13.7,518000,48,11.79,746,28.3,0,796000,65.1,2,Business,Salaried,West,0,13587.58,0,0,0,17.68,Low,0.0089
LN102971,2023-04-17,37,88600,5.2,566000,36,9.99,628,34.1,0,579000,97.8,2,Education,Contract,West,1,18260.57,0,0,0,30.02,Moderate,0.1012
LN102978,2023-04-17,43,67700,8.0,266000,60,6.98,797,22.0,0,231000,115.2,0,Education,Salaried,North,0,5264.61,0,0,0,18.73,Low,0.0104
LN100008,2023-04-17,34,45700,12.7,897000,84,8.59,693,31.2,1,887000,101.1,1,Auto,Salaried,Central,1,14245.96,90,1,1,28.33,Moderate,0.0415
LN101153,2023-04-17,26,42800,19.3,689000,72,14.08,686,45.4,1,1001000,68.8,0,Personal,Self-employed,South,2,14226.89,0,0,0,29.98,Moderate,0.0611
LN104739,2023-04-17,44,79000,12.4,200000,72,7.42,749,50.9,0,290000,69.0,0,Personal,Salaried,North,1,3450.28,0,0,0,24.09,Low,0.025
LN103101,2023-04-17,46,46900,5.6,324000,36,7.8,700,18.8,1,414000,78.3,2,Personal,Self-employed,Central,1,10123.12,0,0,0,23.2,Low,0.0264
LN101345,2023-04-18,25,67400,9.7,475000,72,8.65,760,21.2,1,741000,64.1,3,Personal,Self-employed,Central,1,8479.85,0,0,0,19.08,Low,0.0117
LN100717,2023-04-18,39,57300,2.1,279000,48,10.8,675,35.9,0,301000,92.7,1,Education,Salaried,West,0,7183.83,0,0,0,25.71,Moderate,0.0404
LN104488,2023-04-18,46,51600,9.3,981000,36,10.87,672,38.0,0,1507000,65.1,0,Auto,Salaried,East,2,32056.32,0,0,0,26.87,Moderate,0.0353
LN103227,2023-04-18,49,185600,6.0,478000,60,12.84,718,31.6,0,436000,109.6,4,Auto,Salaried,South,2,10836.86,0,0,0,27.6,Moderate,0.0414
LN101466,2023-04-19,53,43200,14.3,1106000,36,12.91,732,36.8,0,1312000,84.3,3,Auto,Salaried,Central,0,37217.58,0,0,0,22.04,Low,0.0173
LN101952,2023-04-19,30,32200,3.8,2306000,36,17.12,690,5.0,0,2100000,109.8,1,Personal,Contract,North,0,82352.97,0,0,0,20.45,Low,0.0254
LN104190,2023-04-19,42,41400,7.9,526000,84,9.54,842,37.4,1,611000,86.1,2,Personal,Salaried,South,1,8607.71,0,0,0,20.18,Low,0.0111
LN103522,2023-04-20,29,51300,18.0,378000,36,11.15,649,50.8,1,635000,59.5,0,Personal,Salaried,North,2,12402.1,5,0,0,32.08,Moderate,0.073
LN104117,2023-04-20,21,92200,4.1,165000,60,13.78,695,49.1,0,224000,73.7,1,Auto,Government,East,1,3820.47,0,0,0,27.06,Moderate,0.0433
LN102581,2023-04-20,42,89500,6.4,1502000,72,12.42,802,39.2,1,1274000,117.9,0,Personal,Salaried,West,2,29693.47,0,0,0,27.5,Moderate,0.0373
LN104337,2023-04-20,43,58700,3.1,365000,36,12.99,765,19.4,2,588000,62.1,1,Education,Self-employed,North,1,12296.53,0,0,0,20.26,Low,0.012
LN104975,2023-04-20,26,50100,12.8,1512000,60,8.55,727,34.9,0,1749000,86.4,2,Auto,Salaried,North,2,31057.44,20,0,0,25.47,Moderate,0.0257
LN101637,2023-04-20,42,34600,4.5,1148000,72,13.3,774,19.3,0,1308000,87.8,0,Business,Salaried,Central,3,23227.24,0,0,0,21.66,Low,0.0145
LN101543,2023-04-20,34,59700,13.6,340000,48,9.66,832,31.0,0,538000,63.2,3,Personal,Salaried,North,0,8567.87,0,0,0,13.47,Low,0.0041
LN100284,2023-04-20,57,141400,13.7,169000,72,11.91,783,58.8,0,245000,69.0,1,Education,Contract,North,1,6928.6,0,0,0,23.87,Low,0.0289
LN102591,2023-04-21,34,87000,6.8,316000,24,13.57,678,12.7,0,332000,95.2,2,Business,Salaried,Central,0,15107.96,0,0,0,21.17,Low,0.0192
LN103277,2023-04-21,39,94600,4.2,552000,48,11.82,782,11.0,0,991000,55.7,1,Personal,Salaried,East,2,14487.54,0,0,0,14.7,Low,0.0048
LN102415,2023-04-21,40,27900,5.6,1535000,48,10.91,618,36.6,0,1749000,87.8,1,Education,Salaried,West,3,39605.82,5,0,0,33.38,Moderate,0.1022
LN102279,2023-04-21,42,94100,7.8,229000,36,15.47,788,21.5,2,345000,66.4,1,Personal,Self-employed,North,3,7991.17,0,0,0,23.22,Low,0.0166
LN101095,2023-04-21,37,92600,2.9,749000,60,11.23,757,40.7,0,580000,129.1,0,Home,Salaried,Central,0,16371.12,0,0,0,25.97,Moderate,0.0401
LN101428,2023-04-21,36,124400,3.3,325000,60,7.66,697,13.0,1,226000,143.8,1,Auto,Salaried,East,2,6537.07,0,0,0,30.41,Moderate,0.0615
LN104696,2023-04-21,43,69000,8.8,1067000,72,12.7,724,37.5,0,1666000,64.0,2,Business,Salaried,North,1,21250.5,0,0,0,22.24,Low,0.0191
LN100402,2023-04-21,38,84000,6.1,1576000,72,10.59,736,49.6,0,1227000,128.4,0,Personal,Self-employed,East,1,29667.8,0,0,0,30.46,Moderate,0.1003
LN104136,2023-04-22,37,59200,13.1,910000,48,14.53,702,51.8,1,701000,129.8,0,Education,Salaried,Central,2,25109.71,90,1,1,36.51,Moderate,0.1398
LN101529,2023-04-22,28,44200,6.8,552000,72,11.5,733,21.0,0,911000,60.6,0,Home,Salaried,West,2,10648.72,0,0,0,19.79,Low,0.0104
LN102867,2023-04-22,30,95900,29.9,249000,24,9.24,771,31.8,0,337000,73.9,0,Personal,Self-employed,South,0,11402.94,0,0,0,17.93,Low,0.0091
LN100265,2023-04-23,27,43900,3.1,502000,72,11.09,725,39.6,0,739000,67.9,0,Auto,Salaried,West,0,9578.26,0,0,0,21.33,Low,0.018
LN104664,2023-04-23,44,48900,3.0,823000,36,11.3,749,21.2,0,975000,84.4,2,Personal,Contract,Central,0,27061.04,0,0,0,18.03,Low,0.0161
LN104413,2023-04-23,21,53500,12.6,363000,48,11.76,765,31.3,1,469000,77.4,0,Personal,Salaried,Central,3,9516.46,15,0,0,25.5,Moderate,0.0219
LN101296,2023-04-23,46,41600,12.4,326000,48,12.59,833,33.7,0,470000,69.4,0,Home,Salaried,South,0,8679.57,0,0,0,14.58,Low,0.0045
LN101928,2023-04-24,48,62900,8.6,380000,60,11.59,786,15.0,0,601000,63.2,3,Home,Contract,Central,1,8374.37,0,0,0,14.37,Low,0.006
LN104629,2023-04-24,42,173100,6.7,494000,36,11.38,741,14.5,1,756000,65.3,2,Auto,Government,Central,0,16261.97,0,0,0,17.2,Low,0.0071
LN101552,2023-04-24,30,78700,4.2,410000,36,12.04,662,49.8,0,528000,77.7,1,Home,Government,Central,3,13625.7,0,0,0,32.68,Moderate,0.0902
LN100780,2023-04-24,40,36000,5.3,884000,60,14.29,707,29.1,0,1188000,74.4,1,Business,Salaried,Central,2,20702.28,0,0,0,24.16,Low,0.0255
LN101253,2023-04-24,41,75100,2.7,320000,24,14.1,746,19.2,0,375000,85.3,3,Personal,Salaried,South,2,15379.24,0,0,0,21.21,Low,0.0159
LN103208,2023-04-24,46,38700,21.6,480000,48,6.9,726,17.0,1,802000,59.9,0,Auto,Salaried,Central,1,11471.94,5,0,0,19.62,Low,0.0078
LN104845,2023-04-25,43,58000,14.9,866000,60,13.92,769,46.3,0,1076000,80.5,4,Auto,Salaried,North,1,20114.41,0,0,0,23.26,Low,0.0185
LN100241,2023-04-25,37,43400,7.6,466000,48,13.86,774,38.8,1,450000,103.6,2,Personal,Salaried,Central,2,12701.44,10,0,0,27.48,Moderate,0.0369
LN102425,2023-04-26,43,84200,4.5,455000,60,12.57,761,57.1,0,602000,75.6,3,Education,Government,West,3,10252.77,180,1,1,28.69,Moderate,0.0436
LN103983,2023-04-27,28,96600,13.2,257000,60,15.62,657,56.0,1,445000,57.8,1,Personal,Contract,West,2,6197.97,0,0,0,32.53,Moderate,0.1143
LN101386,2023-04-27,50,64200,8.0,249000,60,14.1,675,47.9,1,347000,71.8,1,Personal,Contract,North,1,5806.71,0,0,0,29.69,Moderate,0.0862
LN102741,2023-04-27,42,60800,13.4,411000,72,10.63,753,31.1,1,395000,104.1,1,Personal,Government,West,1,7745.34,10,0,0,25.43,Moderate,0.0272
LN103682,2023-04-27,40,28900,2.7,132000,24,13.88,771,36.9,0,111000,118.9,1,Education,Salaried,North,0,6330.22,0,0,0,23.45,Low,0.0259
LN101467,2023-04-27,42,51600,15.4,338000,48,8.87,628,31.6,0,413000,81.8,1,Education,Salaried,South,3,8390.3,0,0,0,31.25,Moderate,0.0628
LN103845,2023-04-27,45,45500,8.3,478000,72,10.82,643,35.3,0,732000,65.3,3,Auto,Government,East,1,9054.28,0,0,0,26.22,Moderate,0.0365
LN100765,2023-04-28,32,55800,9.2,468000,48,12.32,784,35.9,0,425000,110.1,1,Auto,Salaried,East,1,12397.89,0,0,0,23.35,Low,0.0204
LN102233,2023-04-28,46,92100,23.8,294000,36,10.58,514,23.8,2,513000,57.3,0,Personal,Salaried,West,2,9566.81,0,0,0,35.61,Moderate,0.1128
LN101630,2023-04-28,42,30600,14.1,276000,72,8.81,588,58.6,0,263000,104.9,2,Home,Salaried,South,1,4949.06,180,1,1,37.75,Moderate,0.2172
LN102927,2023-04-28,40,69600,6.0,201000,48,11.83,618,45.0,1,267000,75.3,0,Personal,Salaried,North,2,5276.34,0,0,0,34.15,Moderate,0.1224
LN104238,2023-04-28,51,43500,2.3,614000,48,12.56,720,41.0,1,1028000,59.7,3,Personal,Salaried,Central,2,16338.31,0,0,0,26.39,Moderate,0.0337
LN104166,2023-04-29,35,35600,7.2,272000,48,11.39,706,33.1,0,276000,98.6,4,Personal,Salaried,North,2,7081.61,0,0,0,27.44,Moderate,0.0446
LN101995,2023-04-29,48,56300,11.3,756000,36,10.35,654,42.6,1,1070000,70.7,1,Home,Salaried,Central,1,24518.41,0,0,0,29.63,Moderate,0.0534
LN101480,2023-04-29,45,90700,2.4,366000,24,9.38,787,32.3,0,366000,100.0,1,Auto,Salaried,South,1,16784.5,5,0,0,21.46,Low,0.0162
LN102335,2023-04-29,43,75100,9.8,1017000,60,13.18,675,59.0,0,1703000,59.7,0,Personal,Salaried,Central,1,23233.69,0,0,0,28.7,Moderate,0.0591
LN100491,2023-04-29,51,106100,8.4,466000,36,8.56,662,38.7,1,742000,62.8,0,Business,Contract,West,2,14723.43,0,0,0,29.31,Moderate,0.0717
LN100811,2023-04-30,34,129900,6.5,98000,60,12.99,682,25.5,0,164000,59.8,0,Auto,Self-employed,East,0,2760.38,10,0,0,19.97,Low,0.0173
LN103939,2023-04-30,31,60400,5.4,186000,72,6.66,653,39.9,0,193000,96.4,4,Business,Government,East,3,3140.84,0,0,0,33.05,Moderate,0.1044
LN103456,2023-05-01,48,105400,4.0,484000,48,13.9,695,47.0,0,815000,59.4,2,Personal,Contract,East,0,13201.75,0,0,0,23.55,Low,0.0417
LN100229,2023-05-01,44,102900,14.4,317000,48,9.83,593,19.2,0,408000,77.7,1,Auto,Self-employed,South,0,8014.08,10,0,0,25.22,Moderate,0.0405
LN102469,2023-05-01,36,87600,10.4,517000,24,14.63,665,28.5,0,566000,91.3,4,Home,Salaried,West,4,24976.81,0,0,0,31.29,Moderate,0.0598
LN104372,2023-05-01,28,49000,8.3,560000,60,8.12,782,22.6,1,634000,88.3,1,Business,Salaried,North,1,11386.97,0,0,0,20.62,Low,0.0122
LN104604,2023-05-01,28,98100,5.0,696000,36,7.87,817,12.2,0,1021000,68.2,2,Personal,Salaried,West,2,21768.39,0,0,0,14.34,Low,0.0044
LN102727,2023-05-01,50,29900,7.1,297000,12,11.38,706,31.5,0,388000,76.5,1,Business,Salaried,South,1,26302.03,0,0,0,23.24,Low,0.0237
LN104622,2023-05-02,30,70900,24.1,802000,60,12.73,641,45.5,0,1168000,68.7,2,Auto,Government,West,2,18137.31,0,0,0,30.37,Moderate,0.0525
LN101960,2023-05-02,38,111100,8.3,330000,84,13.11,685,34.2,0,271000,121.8,0,Home,Government,South,1,6023.1,0,0,0,29.42,Moderate,0.0621
LN101583,2023-05-02,39,31000,2.9,565000,48,13.74,669,29.8,0,866000,65.2,0,Business,Contract,Central,2,15365.87,0,0,0,25.4,Moderate,0.0467
LN103632,2023-05-02,36,134500,2.7,480000,60,13.08,670,31.9,0,579000,82.9,3,Home,Government,North,1,10941.14,0,0,0,25.87,Moderate,0.0369
LN101731,2023-05-03,35,42500,8.1,477000,72,9.87,641,49.6,0,363000,131.4,4,Personal,Self-employed,West,2,8805.59,180,1,1,37.46,Moderate,0.2611
LN100071,2023-05-03,52,58500,3.9,476000,48,10.23,637,33.7,0,622000,76.5,1,Business,Contract,South,0,12125.23,0,0,0,25.67,Moderate,0.0611
LN100871,2023-05-03,31,71800,5.6,663000,36,10.3,707,43.9,2,574000,115.5,1,Personal,Salaried,West,1,21486.65,0,0,0,33.57,Moderate,0.1045
LN103711,2023-05-03,26,52300,7.4,197000,72,11.4,684,39.8,0,226000,87.2,1,Personal,Salaried,West,0,3790.2,0,0,0,25.47,Moderate,0.04
LN100214,2023-05-03,35,77300,20.6,179000,60,9.2,802,26.2,1,298000,60.1,3,Home,Contract,West,0,3733.14,0,0,0,15.79,Low,0.0061
LN103656,2023-05-03,38,54800,9.4,310000,84,13.1,676,30.6,0,344000,90.1,3,Auto,Salaried,North,1,5656.38,5,0,0,26.01,Moderate,0.0343
LN100982,2023-05-03,29,169100,7.6,758000,24,13.32,700,24.9,1,909000,83.4,2,Auto,Self-employed,North,1,36150.74,15,0,0,24.93,Low,0.0307
LN104627,2023-05-03,31,205800,20.1,395000,48,8.6,704,42.6,0,534000,74.0,1,Auto,Salaried,West,3,9754.74,0,0,0,28.65,Moderate,0.036
LN104886,2023-05-04,31,60800,23.8,286000,60,10.45,662,22.5,0,444000,64.4,1,Business,Self-employed,Central,2,6140.17,10,0,0,24.23,Low,0.0251
LN100995,2023-05-04,35,70600,2.9,362000,36,11.11,663,45.8,0,650000,55.7,3,Personal,Government,West,4,11870.28,0,0,0,31.3,Moderate,0.0732
LN100070,2023-05-05,41,36900,9.7,624000,24,9.79,630,13.1,0,698000,89.4,1,Home,Salaried,North,1,28733.99,0,0,0,24.87,Low,0.0291
LN102045,2023-05-05,48,49800,12.6,509000,60,8.8,612,35.4,0,523000,97.3,2,Personal,Salaried,South,2,10516.66,120,1,1,32.74,Moderate,0.1045
LN101198,2023-05-05,40,56300,11.7,288000,60,9.28,586,21.6,1,263000,109.5,0,Auto,Salaried,East,2,6017.62,0,0,0,34.58,Moderate,0.1132
LN101154,2023-05-05,53,92000,12.1,807000,72,8.0,673,42.4,1,893000,90.4,2,Business,Self-employed,West,0,14149.33,0,0,0,28.89,Moderate,0.0698
LN102848,2023-05-05,33,47600,11.5,1206000,84,9.79,693,42.9,0,1473000,81.9,0,Personal,Salaried,East,1,19890.41,0,0,0,26.75,Moderate,0.0416
LN102428,2023-05-06,48,71600,15.0,238000,36,12.02,812,41.1,3,416000,57.2,1,Business,Salaried,West,2,7907.28,0,0,0,25.29,Moderate,0.0159
LN103402,2023-05-06,40,87800,5.5,157000,48,11.2,698,34.8,0,178000,88.2,0,Education,Salaried,South,0,4073.01,0,0,0,23.83,Low,0.0275
LN104586,2023-05-06,47,79000,5.6,261000,36,11.98,745,5.0,1,465000,56.1,1,Education,Salaried,Central,0,8666.44,0,0,0,14.17,Low,0.0042
LN104945,2023-05-06,47,27600,2.9,645000,36,13.54,713,45.2,0,730000,88.4,1,Auto,Salaried,West,2,21900.74,10,0,0,28.47,Moderate,0.0497
LN100641,2023-05-06,53,49700,9.0,259000,72,15.67,787,34.7,0,458000,56.6,2,Home,Government,West,0,5571.23,0,0,0,15.94,Low,0.0062
LN104351,2023-05-06,38,81800,4.6,458000,60,14.2,748,36.7,0,797000,57.5,1,Business,Salaried,South,2,10704.41,0,0,0,21.82,Low,0.0166
LN102112,2023-05-06,38,122100,14.2,187000,84,16.08,701,36.5,0,226000,82.7,1,Personal,Salaried,South,1,3722.73,0,0,0,25.12,Moderate,0.0303
LN103886,2023-05-06,21,76500,10.6,684000,36,12.03,654,42.7,1,838000,81.6,3,Business,Salaried,North,2,22728.39,0,0,0,32.41,Moderate,0.0843
LN100984,2023-05-07,38,139500,3.6,307000,60,9.27,718,54.2,1,275000,111.6,2,Home,Self-employed,North,1,6413.12,15,0,0,32.65,Moderate,0.1153
LN102499,2023-05-07,41,59600,15.3,443000,24,14.62,711,46.0,1,568000,78.0,2,Auto,Salaried,South,2,21399.69,0,0,0,29.69,Moderate,0.0441
LN102576,2023-05-07,51,23100,5.6,597000,72,12.46,622,40.0,0,770000,77.5,0,Personal,Salaried,Central,1,11814.77,0,0,0,29.49,Moderate,0.0745
LN102449,2023-05-07,32,57500,7.2,386000,48,14.56,750,63.4,0,323000,119.5,0,Home,Self-employed,South,0,10656.77,0,0,0,29.92,Moderate,0.0888
LN104314,2023-05-07,34,61100,7.0,828000,24,9.82,624,29.4,1,1009000,82.1,1,Personal,Government,West,0,38139.25,0,0,0,28.05,Moderate,0.0558
LN104513,2023-05-08,30,57700,8.4,403000,84,13.07,697,5.0,0,400000,100.8,2,Personal,Salaried,North,0,7346.71,0,0,0,19.18,Low,0.0134
LN100781,2023-05-08,26,46800,3.8,544000,60,12.9,620,18.4,2,500000,108.8,0,Home,Salaried,Central,1,12349.84,0,0,0,32.4,Moderate,0.0844
LN104019,2023-05-08,37,89500,11.6,222000,36,11.42,690,24.2,1,323000,68.7,0,Auto,Government,East,2,7312.23,0,0,0,25.51,Moderate,0.0232
LN103631,2023-05-08,32,56600,10.8,189000,48,10.81,565,59.7,0,277000,68.2,1,Auto,Self-employed,South,1,4867.38,75,1,0,35.51,Moderate,0.197
LN103913,2023-05-08,30,74400,4.6,400000,72,12.84,662,30.0,0,502000,79.7,2,Home,Salaried,South,1,7995.9,0,0,0,25.59,Moderate,0.0344
LN103501,2023-05-09,32,52300,10.2,311000,48,10.38,779,21.8,0,271000,114.8,3,Personal,Salaried,West,1,7944.64,0,0,0,21.27,Low,0.0159
LN101046,2023-05-09,44,65100,6.8,341000,60,13.05,732,24.0,1,251000,135.9,0,Personal,Salaried,East,5,7767.53,15,0,0,34.97,Moderate,0.0975
LN100209,2023-05-10,70,67000,7.3,794000,36,10.38,775,40.1,0,737000,107.7,1,Business,Salaried,North,0,25762.04,0,0,0,22.76,Low,0.0235
LN101949,2023-05-10,38,91100,10.1,533000,36,10.45,721,32.4,0,589000,90.5,1,Personal,Government,East,2,17311.24,10,0,0,25.69,Moderate,0.0314
LN104186,2023-05-10,59,28600,3.9,790000,36,10.46,735,14.5,0,1304000,60.6,0,Home,Salaried,South,2,25662.03,15,0,0,18.38,Low,0.0085
LN101333,2023-05-10,51,56600,11.3,242000,36,12.85,643,27.4,0,375000,64.5,1,Personal,Contract,South,1,8136.46,0,0,0,24.56,Low,0.0415
LN103944,2023-05-10,34,40500,9.6,459000,36,12.7,718,50.8,0,596000,77.0,0,Auto,Self-employed,North,2,15399.28,0,0,0,28.18,Moderate,0.0527
LN100443,2023-05-10,37,50100,8.2,411000,48,13.89,682,30.2,1,517000,79.5,0,Home,Government,Central,3,11208.52,240,1,1,29.88,Moderate,0.0463
LN101719,2023-05-10,34,98200,10.6,240000,72,11.32,640,24.0,1,431000,55.7,2,Home,Government,West,1,4607.61,0,0,0,25.15,Moderate,0.0254
LN102379,2023-05-10,40,78600,6.8,228000,60,12.54,676,23.7,1,271000,84.1,2,Home,Government,North,3,5134.17,0,0,0,29.36,Moderate,0.0436
LN101700,2023-05-10,41,115100,6.3,1693000,36,11.35,688,11.4,0,2873000,58.9,1,Business,Salaried,South,1,55707.68,0,0,0,18.41,Low,0.0105
LN101699,2023-05-10,40,43800,14.2,882000,72,11.43,804,53.9,0,1330000,66.3,0,Business,Salaried,West,1,16982.95,0,0,0,21.51,Low,0.0147
LN104698,2023-05-10,39,115800,4.6,284000,48,9.29,759,13.8,0,472000,60.2,1,Auto,Self-employed,East,1,7106.52,0,0,0,15.26,Low,0.0067
